net,prop,infra,jobs,runtime,initial_divides,divides,timeout,initial_timeout,timeout_factor,hash,trial,divide_strategy,region,start_time,result
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.THREAD,16,669.569709777832,4,2,3600,80,1.5,0e3c0a7e,2,split-relu,us-west-2,1579907452.2193506,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LOCAL,16,582.1094512939453,4,2,3600,80,1.5,0e3c0a7e,2,split-relu,us-west-2,1579908122.306898,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,16,541.5695343017578,4,2,3600,80,1.5,934b0782,2,split-relu,us-west-2,1579941629.3640032,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,32,656.7680191993713,5,2,3600,80,1.5,0e3c0a7e,0,split-relu,us-west-2,1579858408.4316866,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,32,653.5617499351501,5,2,3600,80,1.5,0e3c0a7e,1,split-relu,us-west-2,1579891369.6835682,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,32,401.30946493148804,5,2,3600,80,1.5,934b0782,2,split-relu,us-west-2,1579938608.6538794,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,64,526.2869176864624,6,2,3600,80,1.5,0e3c0a7e,0,split-relu,us-west-2,1579854981.0017385,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,64,526.343043088913,6,2,3600,80,1.5,0e3c0a7e,1,split-relu,us-west-2,1579887940.6385317,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,64,402.26063656806946,6,2,3600,80,1.5,934b0782,2,split-relu,us-west-2,1579935690.5135477,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,128,624.606653213501,7,2,3600,80,1.5,0e3c0a7e,0,split-relu,us-west-2,1579851663.378189,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,128,619.9100906848907,7,2,3600,80,1.5,0e3c0a7e,1,split-relu,us-west-2,1579883943.2957532,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,128,416.06903100013733,7,2,3600,80,1.5,934b0782,2,split-relu,us-west-2,1579932788.6040397,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,256,570.4460117816925,8,2,3600,80,1.5,0e3c0a7e,0,split-relu,us-west-2,1579848234.6851056,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,256,571.9519803524017,8,2,3600,80,1.5,0e3c0a7e,1,split-relu,us-west-2,1579880375.6873949,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,256,414.6167266368866,8,2,3600,80,1.5,934b0782,10,split-relu,us-west-2,1579911466.1705344,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,256,414.0596182346344,8,2,3600,80,1.5,934b0782,2,split-relu,us-west-2,1579929695.6417012,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,512,556.7742841243744,9,2,3600,80,1.5,0e3c0a7e,0,split-relu,us-west-2,1579844960.780744,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,512,558.4887623786926,9,2,3600,80,1.5,0e3c0a7e,1,split-relu,us-west-2,1579877089.661224,Result.UNSAT
mnist20x20.nnet,net20x20_ind54955_tar4_eps0.008.txt,Infra.GG_LAMBDA,512,358.4446187019348,9,2,3600,80,1.5,934b0782,2,split-relu,us-west-2,1579927075.3486755,Result.UNSAT
