net,prop,infra,jobs,initial_divides,divides,timeout,initial_timeout,timeout_factor,hash,trial,start_time,runtime,result
ACASXU_run2a_1_5_batch_2000.nnet,property3.txt,Infra.GG_LAMBDA,256,8,2,1800,5,1.5,1,75206b24,1578117152.802725,14.856820821762085,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property3.txt,Infra.GG_LAMBDA,256,8,2,1800,5,1.5,2,75206b24,1578117168.1284997,15.107783794403076,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property1.txt,Infra.GG_LAMBDA,256,8,2,1800,5,1.5,0,75206b24,1578279565.7408175,22.128098487854004,Result.UNSAT
ACASXU_run2a_1_4_batch_2000.nnet,property1.txt,Infra.GG_LAMBDA,256,8,2,1800,5,1.5,0,75206b24,1578281749.0044715,58.17752146720886,Result.UNSAT
ACASXU_run2a_5_4_batch_2000.nnet,property1.txt,Infra.GG_LAMBDA,512,9,2,1800,5,1.5,0,75206b24,1577044685.7297814,27.691240549087524,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property3.txt,Infra.GG_LAMBDA,512,9,2,1800,5,1.5,0,75206b24,1578117096.1390212,13.000902652740479,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property3.txt,Infra.GG_LAMBDA,512,9,2,1800,5,1.5,1,75206b24,1578117109.6218266,13.502205610275269,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property3.txt,Infra.GG_LAMBDA,512,9,2,1800,5,1.5,2,75206b24,1578117123.5845158,13.753185033798218,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property1.txt,Infra.GG_LAMBDA,512,9,2,1800,5,1.5,0,75206b24,1578279547.668075,17.613524436950684,Result.UNSAT
ACASXU_run2a_1_4_batch_2000.nnet,property1.txt,Infra.GG_LAMBDA,512,9,2,1800,5,1.5,0,75206b24,1578281593.0028722,53.5699725151062,Result.UNSAT
ACASXU_run2a_5_4_batch_2000.nnet,property1.txt,Infra.GG_LAMBDA,1024,10,2,1800,5,1.5,0,75206b24,1577044624.409468,60.845054149627686,Result.UNSAT
ACASXU_run2a_5_3_batch_2000.nnet,property1.txt,Infra.GG_LAMBDA,1024,10,2,1800,5,1.5,0,75206b24,1577080748.7666867,49.96841859817505,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property3.txt,Infra.GG_LAMBDA,1024,10,2,1800,5,1.5,0,75206b24,1578116957.9546602,46.857707500457764,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property3.txt,Infra.GG_LAMBDA,1024,10,2,1800,5,1.5,1,75206b24,1578117005.3052268,45.538431882858276,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property3.txt,Infra.GG_LAMBDA,1024,10,2,1800,5,1.5,2,75206b24,1578117051.3534143,44.2990882396698,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property3.txt,Infra.GG_LAMBDA,1024,10,2,1800,5,1.5,3,75206b24,1578122091.2713194,140.97992730140686,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property3.txt,Infra.GG_LAMBDA,1024,10,2,1800,5,1.5,4,75206b24,1578122232.746589,44.44927620887756,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property3.txt,Infra.GG_LAMBDA,1024,10,2,1800,5,1.5,5,75206b24,1578122277.7105696,44.58264398574829,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property3.txt,Infra.GG_LAMBDA,1024,9,2,1800,5,1.5,0,75206b24,1578279162.6301394,14.856091260910034,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property1.txt,Infra.GG_LAMBDA,1024,9,2,1800,5,1.5,0,75206b24,1578279451.5453606,18.1151921749115,Result.UNSAT
ACASXU_run2a_1_5_batch_2000.nnet,property1.txt,Infra.GG_LAMBDA,1024,10,2,1800,5,1.5,0,75206b24,1578279493.205946,53.97667050361633,Result.UNSAT
ACASXU_run2a_1_4_batch_2000.nnet,property1.txt,Infra.GG_LAMBDA,1024,10,2,1800,5,1.5,0,75206b24,1578281665.6864843,82.83433055877686,Result.UNSAT
